,Age,Income,Outage_sec_perweek,Contacts,Bandwidth_GB_Year
1574,28,57881.2,8.051881131,1,389.1228621
1575,35,47737.22,9.963528605,0,2425.22825
1576,80,23041.14,8.911535445,0,778.2707384
1577,53,38529.53,11.85313615,4,1242.543701
1578,83,79304.79,10.22159613,3,1507.329753
1579,43,9088.08,6.335681954,1,871.1409059
1580,25,108698.71,8.948441696,0,1267.06092
1581,69,23424.87,9.170276294,0,1970.80666
1582,32,57380.34,9.231958141,1,2025.927893
1583,75,80269.13,12.3404636,0,2332.190421
1584,46,13862.09,12.55644716,1,966.6292325
1585,23,23946.97,11.43130499,0,1233.819233
1586,67,14236.42,3.258152314,0,351.7314539
1587,75,79322.08,8.127926454,0,819.3644961
1588,56,55160.57,12.6218555,1,760.1061976
1589,60,19676.77,2.737192144,0,1043.299446
1590,63,37639.9,10.93132736,0,667.4764252
1591,32,34871.44,10.57898048,1,1313.42902
1592,87,8543.01,14.08561195,0,1204.745285
1593,67,80127.15,7.583881177,0,1630.52375
1594,66,30976.34,3.500092565,1,515.5449981
1595,75,45412.84,11.07379392,2,1090.460081
1596,88,42526.92,10.6510171,0,1465.984907
1597,64,9041.08,8.877390965,1,1018.373473
1598,87,46714.82,10.64177468,1,962.0380085
1599,55,9703.25,6.863563999,2,426.0222677
1600,49,21409.33,10.89909265,1,1737.873621
1601,51,34722.76,9.013658897,0,1039.74162
1602,45,24686.12,7.163430764,1,1454.360571
1603,75,4813.52,10.50347629,1,306.0664281
1604,83,30334.52,14.89095018,1,636.8514545
1605,43,15660.93,5.34790696,1,1440.784345
1606,82,47169.83,10.33803214,1,1274.602374
1607,48,73601.3,10.43623772,0,749.2520943
1608,72,15728.61,7.738684002,1,1647.38223
1609,79,20802.1,10.84469394,0,1503.937766
1610,29,18570.48,11.30937212,0,901.8793581
1611,23,61106.43,9.39206185,3,691.4493988
1612,49,65891.79,5.259228749,1,1608.852045
1613,45,59532.0,12.54222267,0,2867.22601
1614,38,30756.94,5.149963811,0,1265.78479
1615,25,63134.48,12.73517485,1,952.3729916
1616,42,18470.04,6.683151371,3,2154.298838
1617,66,23711.3,17.11399723,2,1435.783347
1618,51,16425.42,5.55213244,0,1784.584135
1619,75,25044.85,9.368606843,0,785.5416603
1620,35,46120.62,11.33498823,1,1014.075999
1621,47,80667.11,8.78020639,1,1331.25339
1622,39,14970.89,14.75151191,0,2283.190011
1623,71,24059.17,8.560005549,1,1040.342682
1624,58,13157.91,10.58651971,0,1385.152156
1625,71,82960.42,9.885701354,0,618.4967851
1626,24,118120.16,12.61644158,0,2054.101088
1627,43,3949.33,13.98169147,0,631.4316327
1628,41,20881.22,6.312280543,0,933.4257317
1629,29,9514.35,6.977990294,0,772.3133729
1630,77,26268.58,9.903990927,0,1828.057047
1631,52,21000.61,8.901128259,1,1123.759368
1632,82,45664.79,11.53924648,1,464.4748418
1633,84,79393.63,9.403210739,1,1417.801952
1634,66,116572.8,8.92613185,0,1146.616856
1635,42,27380.15,12.84779981,2,2692.885423
1636,67,78177.94,12.15570061,1,2217.734847
1637,28,79775.67,8.730183974,3,1262.531104
1638,40,100437.39,13.47526316,2,1919.490397
1639,75,9267.97,13.55747919,0,1970.26742
1640,72,47502.66,11.73060772,0,1279.856552
1641,73,94903.08,9.927146707,1,1299.5973
1642,59,83382.41,15.04128691,2,781.9302227
1643,73,11464.33,9.142773531,1,2056.185889
1644,41,52050.69,11.79444395,1,1615.418802
1645,88,29720.95,14.03281402,0,840.5098283
1646,35,30106.96,8.653938933,0,2118.488416
1647,18,61967.75,12.35416052,0,1328.734281
1648,63,18571.0,8.044259405,2,782.9998382
1649,82,51397.01,9.306477855,2,1540.140383
1650,66,117333.44,12.02079888,1,785.4118808
1651,86,11999.43,8.301200914,0,1136.55652
1652,20,30088.13,11.71398312,0,933.8036457
1653,76,34415.0,10.9085806,1,673.9015902
1654,29,82080.92,10.04784815,2,2271.84102
1655,23,102905.68,8.034185681,0,316.7739538
1656,55,16337.64,2.292587755,0,1088.89675
1657,57,6959.92,13.03933816,0,640.9334119
1658,30,106581.92,9.999338434,1,1845.259523
1659,56,35504.27,9.588349767,1,1420.927135
1660,83,1277.42,9.96958238,0,1312.700259
1661,39,15045.78,7.560275883,1,1632.365102
1662,52,78085.72,7.372127002,0,913.9152886
1663,35,44287.84,9.032429129,3,2273.781965
1664,54,44057.85,6.666141762,1,1185.892988
1665,49,25048.77,12.2507651,0,1890.640168
1666,87,56537.88,11.51744058,2,1659.769248
1667,20,21058.64,12.92843595,0,1143.017435
1668,88,63304.25,12.35525457,1,855.939459
1669,38,37130.15,11.54247891,2,780.2278932
1670,43,38369.68,6.832060399,4,1593.466069
1671,34,20283.95,14.4845473,1,1071.920592
1672,44,23703.95,6.159072244,1,644.1045211
1673,70,47658.67,13.03330701,0,971.7404705
1674,49,49750.1,13.78711309,2,1039.67302
1675,72,31203.12,13.22904885,1,1381.481321
1676,41,33458.05,10.38784781,1,522.4564791
1677,54,20719.7,13.34762525,0,1284.691556
1678,49,39225.15,9.296558028,2,703.8007764
1679,77,32659.08,6.736876666,1,1544.501137
1680,35,13870.96,8.792014962,1,1896.10656
1681,34,21101.14,8.190421561,0,1991.187997
1682,43,49065.88,5.271292905,1,2081.752385
1683,59,18081.88,7.033849177,2,2115.879744
1684,58,45101.92,3.423741645,2,1357.285615
1685,75,30450.19,13.24531173,2,1308.999159
1686,63,54750.08,9.892901128,0,1319.229599
1687,57,24095.07,8.278493187,1,991.3985734
1688,63,53817.02,13.34913229,1,310.1585772
1689,42,20733.74,7.83125489,0,1254.943448
1690,37,36790.23,10.45355154,0,1411.150345
1691,60,35949.37,5.80921457,0,2446.475453
1692,38,73242.41,11.41757633,0,1262.985557
1693,50,12802.32,7.819201487,1,1365.994148
1694,85,20555.47,8.088434368,0,916.7201648
1695,18,60956.22,11.05788928,0,933.01364
1696,37,27149.34,10.11721314,0,609.6168115
1697,37,19533.5,11.64173568,0,1882.951404
1698,74,102080.72,10.14600151,1,1638.383088
1699,76,30434.99,11.30992672,0,1630.020341
1700,62,10852.14,6.236748796,3,1887.699697
1701,42,52352.24,7.219910689,1,897.6280912
1702,81,57874.62,8.759756787,1,297.4433143
1703,80,54587.66,14.60495207,2,1683.078344
1704,50,14053.15,14.17602329,0,1806.970628
1705,21,51419.56,8.11725589,0,1873.00718
1706,41,20917.65,12.39190153,1,444.0474919
1707,71,48597.98,10.84404672,1,859.0587897
1708,45,34497.95,7.583070893,1,2122.146303
1709,46,19080.13,11.02448303,0,2734.384392
1710,58,21210.4,8.510124671,0,1412.478266
1711,87,22484.19,14.5077828,1,408.200312
1712,18,38028.33,7.823397558,1,1344.718981
1713,50,29940.45,7.065505359,1,991.7932314
1714,31,104519.8,6.836041233,0,698.1794441
1715,27,84597.17,8.407938599,3,1266.19109
1716,44,29579.69,4.708283677,1,1204.39272
1717,45,69222.79,15.42891992,0,1607.735971
1718,33,76046.62,9.004832636,1,548.9193645
1719,36,29759.61,6.802850752,0,1827.283455
1720,47,73746.35,15.0321318,0,1103.011016
1721,56,54109.79,7.276553998,1,616.51937
1722,81,34414.89,10.5336786,1,838.173682
1723,26,5920.06,12.56737024,0,1024.224748
1724,33,46973.08,10.99110627,1,2947.224753
1725,47,165151.02,11.17549194,1,1174.414663
1726,61,5875.01,11.36888104,1,1408.424309
1727,80,84805.71,14.21094097,1,1333.444788
1728,75,14289.15,10.14631572,1,2419.797484
1729,78,2488.36,7.446156322,2,1135.519834
1730,75,10494.28,10.7481104,1,980.0465426
1731,58,15537.16,11.6424418,1,1925.341061
1732,46,40743.83,12.81300692,0,1914.400241
1733,28,63963.83,6.784802038,0,481.3363042
1734,43,78249.99,6.462473731,2,1321.712528
1735,66,43551.35,9.082948983,1,901.2877149
1736,84,48376.42,8.55142407,1,2158.332479
1737,69,57730.91,8.943037777,1,720.6019295
1738,20,30861.42,6.3246769,0,1727.703167
1739,35,51510.02,12.55061484,0,2196.151925
1740,88,7833.53,11.14280011,2,1207.144714
1741,71,29709.19,10.58657312,1,1364.133317
1742,86,37041.5,7.1113897,1,1461.63461
1743,24,11638.79,10.41978703,0,1750.284767
1744,76,8523.51,11.72281518,1,884.3816817
1745,33,108059.11,11.31837362,0,2729.316361
1746,79,56096.93,12.55721923,0,1606.847228
1747,76,73422.83,10.25266403,1,862.0866469
1748,24,66702.94,12.9605554,1,2072.561109
1749,77,37670.96,7.789802026,1,1608.002659
1750,62,79432.6,9.985414526,1,1054.514104
1751,21,21786.91,9.777239043,1,1150.574869
1752,39,52189.94,12.84477246,3,2137.666732
1753,23,44610.48,8.965640601,0,1956.469091
1754,87,53591.84,7.587447184,1,1647.423104
1755,27,43976.9,12.57357797,1,715.1931007
1756,60,19990.22,4.843884364,2,1235.453213
1757,80,39181.25,10.38437058,0,700.0279564
1758,56,25777.88,14.67675595,2,769.7818684
1759,20,59418.66,9.8699522,0,1283.103476
1760,39,38306.27,16.75470959,0,1897.050575
1761,30,34393.76,8.763640466,2,2299.047664
1762,47,37526.82,12.1859369,1,1018.848617
1763,35,3050.98,8.242312444,2,1712.040252
1764,66,6284.19,9.217002771,0,1777.880577
1765,76,53247.58,9.75859429,0,871.6644442
1766,70,25019.9,11.34236064,0,1782.747566
1767,44,16301.48,9.415068375,1,242.9947554
1768,73,12134.83,10.65731963,0,1505.903299
1769,72,32396.94,7.011648779,1,380.7222437
1770,42,88000.08,8.349506731,2,1064.629876
1771,58,18406.73,9.299310376,2,850.5053759
1772,68,7655.2,12.84944852,1,764.3624669
1773,19,32102.68,5.430446293,1,1228.537824
1774,79,49545.55,11.15775194,0,1197.086571
1775,54,77423.32,8.127707725,1,1984.668288
1776,19,27690.11,9.910027332,1,2954.525101
1777,46,27219.87,13.29565706,0,703.2651223
1778,63,21739.61,14.05990229,1,1745.431051
1779,85,32951.46,17.60288873,0,2900.101871
1780,64,19832.1,15.36169948,1,1572.393016
1781,21,8979.6,10.89022868,1,968.8971697
1782,18,47618.81,12.65695134,1,1239.519501
1783,83,40031.03,14.74975124,2,479.0156739
1784,33,74023.61,6.823241689,3,1257.485285
1785,58,9134.48,11.20443812,2,2109.348841
1786,24,22354.1,9.386659049,0,1332.641107
1787,88,12146.64,8.244134358,0,386.8447822
1788,40,3730.38,10.73059843,1,1338.247732
1789,26,56143.59,7.415363166,0,509.6727126
1790,70,22812.0,8.735591454,2,1044.435554
1791,21,12908.78,7.781912069,2,1467.981883
1792,75,18189.38,10.0345016,0,971.697137
1793,67,61039.69,8.247672688,1,695.6222319
1794,29,60671.21,13.82901227,0,1716.011284
1795,26,21393.98,13.62442766,1,2811.648182
1796,38,31369.76,12.48448983,0,2363.604752
1797,20,37741.16,9.961483356,1,2156.405261
1798,60,27353.22,12.65398405,0,2586.074672
1799,65,20872.03,6.672058888,2,1241.342647
1800,36,87308.01,9.246170832,1,1062.905651
1801,79,37198.61,8.294166484,0,1713.700682
1802,68,28837.52,12.17182137,1,700.6270933
1803,29,48675.51,4.586984142,0,1303.670531
1804,87,53420.34,8.120857113,0,1119.209685
1805,34,26175.68,11.19592754,0,1496.482536
1806,22,84232.11,10.2831545,1,985.6286855
1807,20,23660.7,11.64845286,1,1329.24842
1808,33,45404.63,11.77757836,1,694.7582953
1809,75,5418.19,10.72904959,0,1313.686109
1810,86,25428.86,12.20196178,0,529.9370637
1811,68,21087.24,9.024293001,0,404.9361415
1812,60,36174.84,13.0338523,2,995.3392925
1813,25,21795.9,7.456656063,1,1780.064534
1814,39,47285.08,13.7342759,1,1559.323963
1815,27,45429.68,9.929214278,1,1549.802896
1816,25,12234.89,9.116878941,1,790.6280344
1817,44,46705.86,11.10048066,2,1040.400476
1818,65,11523.97,5.953348075,0,847.1259509
1819,73,19534.42,7.519178592,1,1234.044483
1820,48,82629.53,9.816712399,0,1333.179191
1821,39,28420.39,5.282356868,0,1104.883551
1822,55,81413.71,4.698609875,0,1222.291008
1823,71,69506.73,9.773871134,1,1153.262724
1824,44,15944.32,9.724391204,0,1048.919831
1825,35,38328.57,8.082617212,2,661.2094379
1826,40,82560.95,7.495673471,1,1711.601451
1827,34,37667.37,8.337747682,1,1214.05087
1828,35,89752.5,8.940681932,0,1253.523378
1829,59,24958.97,9.170210546,1,955.0519598
1830,73,51848.11,4.307800217,2,1187.692793
1831,88,32443.11,6.969585746,1,1367.183772
1832,34,76175.36,7.859430948,1,1398.114035
1833,67,24946.75,7.779697022,3,461.4404406
1834,51,86039.43,8.683074501,1,798.4275185
1835,26,18620.79,4.989775216,0,2245.475959
1836,45,19224.29,10.38217336,1,1636.72261
1837,52,22433.84,14.16841333,1,1164.843819
1838,25,27130.52,11.12796555,2,1946.450068
1839,60,39874.59,5.371697235,0,1810.920999
1840,83,61265.29,11.98099579,2,878.7051436
1841,25,89524.54,10.8180306,2,662.6103493
1842,58,13969.34,4.373591494,1,1653.165932
1843,64,4109.01,10.40233023,1,1549.605718
1844,74,93637.19,6.626472191,2,868.5732588
1845,27,43133.76,11.60381433,1,2171.802329
1846,51,45245.92,6.605688237,3,946.1849643
1847,59,36034.73,13.54754868,1,1294.790222
1848,78,11667.32,12.32023424,2,509.1865112
1849,36,25598.66,16.60350748,2,1210.450532
1850,84,96624.28,7.865190806,1,1483.41562
1851,42,36705.32,6.256478572,1,567.3209248
1852,75,68430.88,8.470105611,0,990.747598
1853,39,26838.3,9.556655457,3,1329.382263
1854,75,20768.72,9.957815194,1,1862.842794
1855,57,14032.23,10.45011354,1,1446.505628
1856,35,30110.14,11.79012709,0,1338.549194
1857,52,46272.07,10.93180592,1,939.8765686
1858,66,39933.38,11.38646956,1,1275.194778
1859,24,9964.37,8.334967001,1,2422.117328
1860,23,25447.24,10.03692527,0,922.4502594
1861,54,72841.97,7.65593436,0,2112.65313
1862,81,1441.97,11.28908676,0,1233.807825
1863,21,23134.96,5.772508536,0,1034.69512
1864,47,36250.96,7.732225598,1,877.7050261
1865,47,15395.09,7.73492925,0,1615.87994
1866,57,14379.3,13.60282892,0,959.951483
1867,19,57776.5,12.79857643,3,1639.902323
1868,52,57622.01,10.83103688,2,1751.02003
1869,84,19430.58,10.57996614,1,1173.562649
1870,80,42920.9,11.97456051,2,1354.387011
1871,58,69004.81,12.23746964,1,632.0815033
1872,61,13805.45,15.43208187,0,1054.384865
1873,47,1753.08,11.76568434,1,904.5789623
1874,55,55200.2,5.649781948,2,637.7315432
1875,89,4592.51,10.96531534,2,846.2276311
1876,81,9582.53,12.34162424,1,775.7502457
1877,81,21599.91,10.12925966,2,975.7615787
1878,43,80120.44,10.35620722,0,1042.502776
1879,84,67228.71,11.41693893,0,1621.058909
1880,57,18651.96,10.78909418,1,1924.903884
1881,73,97463.9,7.1972748,0,695.0510444
1882,37,14638.17,9.713763237,2,1178.564131
1883,86,24371.34,5.46295328,4,504.8041713
1884,40,46974.79,7.633282055,0,391.0106655
1885,62,49939.39,6.398169663,2,693.358004
1886,69,10584.2,11.55394954,1,497.4668116
1887,20,46984.61,10.1309532,0,989.9918587
1888,86,48971.18,14.67533687,2,745.0467839
1889,82,7723.17,9.45902039,1,2087.543903
1890,49,72997.73,13.33271836,2,1751.848426
1891,68,55593.6,9.155612168,2,1501.32182
1892,66,28096.83,5.377748545,0,1116.638366
1893,29,10887.66,8.31466824,1,2057.159348
1894,20,147436.94,10.99604139,0,1222.622089
1895,53,77658.11,9.622151061,0,2089.023186
1896,27,740.66,9.150618042,1,1081.14434
1897,56,61901.7,8.064807,0,989.3430051
1898,34,54246.36,7.486891758,1,3934.848461
1899,37,19523.69,8.885448784,0,596.8051649
1900,82,17526.85,12.94388838,0,2060.745551
1901,57,21062.25,15.34568423,2,817.8995329
1902,45,31766.78,14.18102134,0,762.3743815
1903,27,24045.19,14.47410001,0,617.4480514
1904,21,37455.48,0.636607948,2,1575.771505
1905,66,94655.92,7.516773254,0,785.6688028
1906,51,19982.5,8.560207521,1,874.1933216
1907,30,100033.86,7.104001873,2,505.6979276
1908,25,152172.92,8.00560869,3,1022.519614
1909,53,18038.36,9.698184881,0,2167.068284
1910,79,33297.61,10.87571686,0,1428.608241
1911,41,80430.99,8.713781981,1,1072.585587
1912,63,15423.53,12.18665298,0,1579.867444
1913,70,8465.02,6.410275409,0,396.4162432
1914,58,23107.22,5.546944946,3,911.3769495
1915,63,65329.46,13.34580773,2,1710.216611
1916,46,12650.67,6.411211074,1,758.0522649
1917,89,99787.78,8.866549026,1,758.6189978
1918,49,53320.93,9.991096674,2,2100.288363
1919,30,116888.77,11.06209104,1,1851.152977
1920,86,22840.68,6.318907115,1,1051.069135
1921,28,29742.47,12.14896261,2,1216.35272
1922,56,22139.13,15.08558131,1,2138.661668
1923,80,26760.18,3.410169776,0,684.7417744
1924,28,23613.85,14.06427534,3,1325.529732
1925,53,38691.84,6.89303513,5,641.4963126
1926,86,39163.32,12.08205854,0,944.331401
1927,27,8539.27,7.233561718,1,1553.937724
1928,77,17054.95,11.10109124,0,1824.510182
1929,85,68237.79,5.638490484,0,2353.856438
1930,47,23101.13,4.743877362,1,2209.997412
1931,57,49323.19,7.869279288,1,521.8726735
1932,51,32459.53,14.20149723,1,1282.45127
1933,37,43765.92,13.38997772,0,1283.266496
1934,32,91605.19,6.716026988,1,2425.149963
1935,55,34978.09,7.275219163,1,2017.858499
1936,69,115594.58,6.768420041,0,1585.705665
1937,24,137589.2,11.29289964,2,1281.961793
1938,79,10349.38,10.42980353,1,1115.319187
1939,64,9324.27,8.955177991,2,1324.519398
1940,26,23026.89,5.706642926,1,1114.124252
1941,60,13719.94,7.560121916,2,1510.790984
1942,69,47635.23,12.58527236,1,1402.374111
1943,37,49270.7,13.29065491,0,2463.393795
1944,65,8982.13,8.541648101,1,943.490788
1945,70,30593.51,6.002354266,1,296.9963678
1946,81,8507.14,8.089726776,1,390.381346
1947,42,21084.49,6.413780429,1,2467.669888
1948,55,99199.26,12.90458773,1,590.602719
1949,21,32720.43,10.00892011,1,3098.243332
1950,30,8228.16,13.57970425,1,907.2442013
1951,86,29966.23,9.197938249,2,1154.39778
1952,81,96126.76,9.654031047,3,1807.178649
1953,81,10907.78,9.595766472,4,2504.245348
1954,19,37816.75,9.249991739,1,1645.259689
1955,41,20429.65,12.79582565,0,2454.262177
1956,76,72927.6,11.23137848,2,1031.509395
1957,70,12895.65,7.960834129,1,1906.330177
1958,22,29653.48,4.630760428,2,1971.843122
1959,41,84185.38,6.771136717,2,1120.873005
1960,32,15369.78,8.574863899,0,527.3823713
1961,54,45577.26,7.754485939,2,1288.925148
1962,57,19992.77,6.899189425,1,1647.420385
1963,72,38137.48,9.296497381,2,911.5267548
1964,48,17762.55,15.78937082,0,1587.688033
1965,46,18493.34,9.278437133,1,1772.090821
1966,41,43296.9,11.98468923,0,2079.818241
1967,64,17172.32,10.209012,3,1367.4247
1968,62,27687.94,11.87237678,0,738.5002845
1969,44,29613.46,8.985344623,0,1269.403112
1970,86,20926.46,3.577496502,0,1729.615672
1971,36,9758.3,7.552930534,0,1267.471074
1972,66,24805.02,8.856522955,2,715.7384607
1973,54,31324.12,11.21140731,2,1905.350528
1974,63,45562.92,9.844484181,1,1597.578464
1975,59,35226.26,9.577623408,0,1348.141984
1976,65,54561.94,7.083133504,0,615.1161821
1977,48,9202.1,7.979875858,1,2029.905606
1978,49,27720.0,12.17826323,2,2010.958936
1979,35,33748.05,14.00503607,1,1576.607681
1980,87,83416.9,14.05737023,3,1330.615859
1981,60,67448.07,15.63302492,1,2552.12106
1982,82,17105.07,8.556630945,0,2234.450325
1983,45,48915.51,10.51538905,1,1457.990407
1984,44,32992.62,10.28022332,2,1263.008234
1985,19,45631.91,6.980525959,0,1299.240934
1986,37,26049.03,14.69431857,2,1190.580006
1987,19,9545.58,7.846044789,0,811.9419618
1988,70,24717.71,10.7511092,2,246.039373
1989,51,28162.54,7.901812987,1,457.8089454
1990,71,33318.12,8.398877174,2,1125.77426
1991,30,56817.96,11.02277295,2,937.3165462
1992,27,15762.57,11.55209722,2,2230.633867
1993,36,16584.03,8.366713908,0,854.52613
1994,76,3666.35,12.12132108,1,2674.568338
1995,47,34264.02,6.259396187,1,786.3429747
1996,26,20680.56,11.98417084,1,2193.593711
1997,31,64242.12,0.5073749,2,1385.020283
1998,34,13655.62,10.34140063,0,1045.580948
1999,56,23805.49,7.625104,0,1144.770736
2000,44,74915.44,10.27858,0,1724.050425
2001,62,17386.0,4.808304,2,570.9128348
2002,39,8809.37,12.27326,2,1392.096076
2003,29,29856.65,10.09367,0,904.795841
2004,49,84914.28,11.20146,2,1410.771138
2005,18,19789.59,4.681246,2,278.4405252
2006,19,19091.73,11.99276,0,1418.914101
2007,43,30898.32,7.713017,1,1206.875735
2008,28,60536.56,9.013523,1,1683.821351
2009,86,65062.28,8.44455,0,888.7773914
2010,70,10305.73,9.749636,0,1574.866243
2011,79,36381.36,12.46495,1,1903.284724
2012,84,23978.67,8.4926,3,1042.452905
2013,46,68557.22,12.91472,0,843.4262718
2014,29,16367.17,6.006898,0,2710.705946
2015,55,10315.72,13.15703,0,2097.707886
2016,86,40783.52,7.346236,1,970.5121325
2017,26,19920.22,9.531669,2,2095.701636
2018,79,80176.6,10.62558,0,655.8025029
2019,72,8803.4,12.42693,0,722.0796766
2020,34,76063.08,9.885262,1,1623.908651
2021,45,50159.71,14.12411,0,1551.718247
2022,31,29467.49,9.108143,2,1411.701061
2023,20,28790.92,7.737367,2,822.774438
2024,80,44485.5,9.905191,0,1428.669992
2025,77,40939.24,12.07642,2,1557.79907
2026,44,61142.96,9.643592,2,1068.481652
2027,73,72734.86,9.596264,0,1349.319824
2028,45,74948.35,10.95793,2,1731.015044
2029,53,45693.25,14.54552,2,1421.45141
2030,20,25686.47,8.591792,1,782.5670721
2031,85,3640.46,5.837482,1,1399.828665
2032,28,68631.52,6.146665,1,411.9057225
2033,68,55306.54,8.904816,3,733.0007061
2034,18,32058.65,8.965014,0,1669.828557
2035,82,98366.83,8.360793,0,939.7724617
2036,28,10533.21,12.32574,1,1388.550492
2037,29,68487.6,10.62793,3,1501.582551
2038,54,10879.84,8.215309,0,717.4865643
2039,67,29149.35,9.117724,1,1172.296779
2040,28,20185.24,10.83199,0,2309.357899
2041,84,43121.53,13.33801,0,783.3606694
2042,68,53952.59,11.02404,1,1757.837077
2043,34,37794.12,7.365321,0,884.8222735
2044,21,101907.8,9.485065,0,845.0925039
2045,44,24218.05,8.256042,2,2341.106117
2046,54,32075.69,11.47946,0,2077.919709
2047,30,12429.48,11.81668,0,1350.573202
2048,48,39939.55,12.20892,2,1297.061633
2049,51,34531.07,10.73901,0,1670.352435
2050,60,14646.58,16.47207,1,1680.552794
2051,50,630.24,9.50503,0,892.5309234
2052,87,48476.58,12.13919,4,1187.716662
2053,44,7591.68,10.40481,2,980.4160232
2054,82,9829.71,8.98954,0,500.6893216
2055,29,6923.8,7.872117,1,626.494018
2056,23,99291.94,9.056277,4,2130.220399
2057,44,18610.56,10.65375,1,3022.776148
2058,68,22745.33,5.006946,0,1784.938558
2059,75,14987.31,12.89594,1,1206.219227
2060,31,54531.53,9.127013,1,2193.26463
2061,78,22067.94,10.76672,1,1554.801608
2062,64,10440.87,6.855385,3,1485.647596
2063,46,38257.1,10.44859,0,1400.209666
2064,23,8626.93,13.16243,1,1187.710162
2065,77,41169.69,11.49389,0,1968.75769
2066,63,51251.22,10.41256,1,2146.833629
2067,32,53267.14,8.197798,0,1172.004801
2068,42,47320.46,8.202699,4,561.6005724
2069,46,67172.04,11.07391,1,1918.333346
2070,55,15872.85,11.70709,1,1045.733553
2071,60,26385.01,8.478086,1,592.6545248
2072,36,30575.77,11.58551,1,965.3809411
2073,49,127881.0,15.14143,3,967.4628508
2074,26,52199.89,9.1274,0,843.6406855
2075,32,44236.12,8.489595,1,1315.312803
2076,67,48112.75,13.10202,2,832.638565
2077,67,16944.5,4.407474,1,1671.56323
2078,36,60384.01,11.50735,0,2405.424259
2079,68,116572.3,9.548649,1,1366.505082
2080,67,10516.36,10.82715,1,1345.940597
2081,67,41867.94,12.10717,2,1415.406657
2082,52,16827.22,7.598834,0,1558.262612
2083,77,86877.95,14.83322,0,531.0770713
2084,36,45268.54,11.68917,2,1557.295826
2085,48,60555.18,13.27431,0,2160.951234
2086,25,21951.91,7.554437,0,1464.752497
2087,63,15468.51,2.017746,0,1583.398883
2088,19,10120.05,4.271704,0,1010.521133
2089,39,2715.32,7.706983,1,1085.979242
2090,44,100861.7,11.24791,0,2261.179586
2091,47,27938.89,12.9485,1,1128.042592
2092,71,41676.3,9.800684,4,768.3006696
2093,19,48821.75,11.382,1,978.3026986
2094,70,29246.74,9.080608,1,1572.631084
2095,72,61915.61,10.74621,2,2978.208092
2096,34,115414.9,10.7843,3,1478.422099
2097,76,38228.16,14.23673,0,2050.942844
2098,30,17492.71,9.977086,2,1280.44084
2099,60,19410.35,13.37836,2,1679.924727
2100,59,4425.26,9.711712,0,773.1752584
2101,60,13909.89,15.13968,3,845.9832801
2102,55,53954.51,8.92305,4,1337.343299
2103,36,65731.64,11.39908,1,1522.482247
2104,57,13929.56,15.04815,1,1571.238893
2105,49,41181.43,12.38804,2,1943.652184
2106,83,30997.05,9.25069,0,1464.845197
2107,77,53235.48,5.432771,1,1178.372362
2108,29,34098.95,7.228889,0,978.9249944
2109,62,38302.75,13.2422,1,1821.920781
2110,84,34604.65,9.493989,0,1366.649837
2111,44,23646.52,5.512588,2,912.4311552
2112,37,101807.8,9.767021,2,995.5630984
2113,19,48531.85,5.985983,0,1794.594938
2114,78,103435.7,10.72873,2,1016.19707
2115,83,7521.18,17.82109,0,1231.728594
2116,41,6740.05,8.173993,2,2426.091797
2117,23,78026.55,2.902962,1,1106.910603
2118,53,9790.18,11.13286,0,1840.767702
2119,67,40978.57,8.762474,1,1838.646452
2120,88,83234.64,8.055983,0,2461.030222
2121,77,29681.02,11.47448,2,2679.775265
2122,43,66031.23,12.53895,4,1875.199655
2123,73,146782.3,11.38954,2,575.972228
2124,45,31486.98,7.401544,1,1661.330631
2125,57,21482.85,13.09285,0,1770.955679
2126,36,42345.0,7.706837,0,2019.213435
2127,69,40134.85,8.568928,3,568.2599017
2128,30,54713.59,11.4707,1,1039.286045
2129,44,68269.35,12.54175,1,1452.597026
2130,25,22823.11,9.521566,1,3232.873635
2131,31,61362.22,13.1638,1,1121.849069
2132,64,36887.34,11.78195,2,713.7053321
2133,48,50354.57,9.011534,1,2472.105638
2134,31,14048.76,6.210987,1,1639.666431
2135,22,67252.64,7.576687,0,1417.62647
2136,57,35925.24,8.398662,0,809.8918631
2137,23,25895.26,8.494806,1,1117.452708
2138,52,31637.52,12.46389,1,1428.317482
2139,69,84810.48,15.98748,0,545.9811422
2140,61,18708.42,9.543086,1,1566.320356
2141,84,68822.79,3.866889,1,688.0396207
2142,54,64945.46,5.57797,1,694.3512691
2143,67,50160.82,8.386358,0,1179.636227
2144,40,22622.48,14.93471,0,840.8676674
2145,37,53358.81,13.19778,0,3276.40737
2146,29,30303.35,14.58236,2,1408.898779
2147,23,27135.0,10.01972,2,1923.285458
2148,36,21345.51,8.245298,0,1113.404715
2149,76,22626.3,14.78858,0,1326.549878
2150,87,36532.31,7.841697,4,1362.860416
2151,51,42912.49,8.992821,2,685.3879681
2152,25,4855.88,17.03765,1,982.9569892
2153,40,30543.93,8.376945,3,1871.706612
2154,30,19284.89,13.3061,1,2196.073405
2155,19,44107.0,17.14612,1,646.5215872
2156,21,32849.77,6.618072,0,1094.644005
2157,65,4795.94,10.61107,3,840.6246629
2158,51,44034.11,5.574893,1,753.4677251
2159,86,55836.3,10.29493,1,1179.381802
2160,52,7321.37,8.805561,1,2028.886621
2161,68,70673.64,13.65356,1,1133.237154
2162,89,62998.7,12.10685,0,727.0646246
