,Age,Income,Gender,Outage_sec_perweek,Contacts,Yearly_equip_failure,TechSupport,Bandwidth_GB_Year
1409,71,97462.46,2,12.05972869,0,0,1,737.7421962
1410,55,39746.81,1,8.242313408,2,0,0,571.3635369
1411,61,41817.73,2,5.326776882,2,0,1,1566.414462
1412,41,17888.07,1,14.62580855,1,0,0,935.5106086
1413,54,30398.93,1,10.79945853,1,0,0,1244.404963
1414,53,8657.1,1,10.75378608,1,1,0,875.8840004
1415,49,46183.9,1,6.399633802,0,2,0,557.4590468
1416,69,9106.57,2,12.29278948,2,0,0,2543.181756
1417,59,50103.36,1,6.223741222,1,0,0,1997.134556
1418,18,1193.19,1,12.00707872,0,0,0,1196.617394
1419,36,57322.77,3,16.89111923,1,0,1,1088.288955
1420,55,7682.28,2,8.462349988,2,0,0,840.1259162
1421,22,13337.97,1,10.99334684,1,1,0,839.4587853
1422,56,66945.1,2,11.91191765,1,0,1,1011.509096
1423,89,38227.48,1,8.849510435,1,0,1,738.9464573
1424,82,60150.88,2,8.637279441,0,1,0,1567.544174
1425,35,49128.48,2,13.3037367,2,0,1,874.5485738
1426,20,23702.37,2,12.77224032,0,0,1,1690.990907
1427,39,25368.71,1,8.6548926,0,0,1,1093.673208
1428,65,1593.76,2,10.617244,1,0,1,1598.603464
1429,28,24984.75,1,9.103936329,2,1,1,1982.607316
1430,86,29315.24,2,7.420757697,3,0,0,1998.877156
1431,27,13262.8,2,9.694498267,1,0,1,1870.659833
1432,65,20617.44,1,9.460602685,0,2,1,831.5573687
1433,61,44278.91,2,7.093445651,1,0,0,1043.284658
1434,39,96112.52,1,11.02362934,2,0,0,587.0970427
1435,55,23194.97,2,13.28231537,3,0,0,2207.767111
1436,86,37302.74,1,9.898908462,0,1,1,2252.093831
1437,35,23781.26,1,6.476262682,0,1,1,1968.581014
1438,23,77548.98,1,11.47612243,0,0,1,992.3896521
1439,75,63986.3,1,3.242890295,1,0,0,383.5428131
1440,24,99754.87,1,6.093961352,1,0,0,1297.575754
1441,34,49399.04,2,6.536106461,1,1,0,507.3968121
1442,63,32285.99,1,9.474793202,2,0,0,2095.858312
1443,50,29216.14,2,9.047716037,0,1,0,1173.415489
1444,46,65864.17,1,12.2946551,2,0,0,885.546457
1445,46,25126.23,1,14.66578819,0,0,0,1009.567691
1446,24,39373.92,1,4.817687941,2,0,1,1100.161591
1447,32,52197.12,1,9.624162233,1,0,1,985.3722849
1448,57,47514.11,2,8.89730623,0,1,1,1171.036365
1449,50,12599.71,1,13.35764807,0,0,1,556.6697772
1450,49,44739.96,1,10.20266008,0,1,1,297.5330656
1451,69,53103.72,1,7.406220732,1,1,0,814.974232
1452,77,75066.56,2,11.23380581,0,0,1,942.2015895
1453,30,106608.35,1,13.29635151,0,0,1,1374.793483
1454,26,61773.61,1,3.93506187,1,0,1,1698.876321
1455,30,53853.79,2,10.06689273,0,1,1,1015.71304
1456,78,27235.84,1,6.681633242,1,0,1,1696.133718
1457,73,11644.24,1,12.51404385,3,0,0,1825.848805
1458,39,33945.2,1,6.608008759,0,0,1,633.9224183
1459,39,13724.61,2,12.08833226,1,0,0,468.2897271
1460,72,26759.06,1,6.612802087,1,0,1,1470.820856
1461,37,17255.25,2,9.307477533,0,0,1,1336.534659
1462,34,71603.66,1,13.82562816,0,1,1,1185.69317
1463,27,34035.83,2,15.75142268,2,0,0,1142.173902
1464,24,14048.99,1,6.773212666,1,0,1,1061.749813
1465,43,8721.22,1,9.594895726,4,0,1,656.1054778
1466,58,97057.93,3,11.34414273,0,1,0,391.7847619
1467,75,19696.86,1,8.052655017,1,0,1,783.1189106
1468,33,64397.56,2,9.489541639,1,0,0,1729.34277
1469,57,19254.52,2,15.09579419,0,0,0,535.493169
1470,78,38294.87,1,10.89994219,1,1,0,668.5567922
1471,74,46946.24,1,7.531513534,0,0,0,2356.021599
1472,51,90956.64,1,2.737931836,0,0,0,1526.656486
1473,32,26473.71,1,10.89250998,0,0,0,1257.976073
1474,84,21808.87,2,10.46391733,1,0,1,1176.40624
1475,60,89037.69,1,5.771579921,1,0,1,1556.108789
1476,20,108847.93,1,6.178384722,1,1,1,2053.027319
1477,38,13867.89,2,6.037666483,0,3,0,411.2961627
1478,71,22183.52,2,15.26331077,2,1,1,1488.81735
1479,56,42197.88,1,8.849884542,1,0,1,1304.571599
1480,35,14953.78,1,13.83450553,0,0,1,1341.595521
1481,33,8888.06,1,10.35503587,1,0,1,1123.503268
1482,88,21816.78,1,8.974055518,0,0,1,2214.953933
1483,75,12622.46,1,9.291799333,1,0,1,732.0802458
1484,34,49393.59,1,6.26674205,1,0,0,1099.763014
1485,89,21812.08,2,11.23258518,1,1,0,1365.14372
1486,76,70607.91,1,9.046129393,3,0,1,1108.349605
1487,69,55322.08,1,16.23771062,1,0,1,986.7489919
1488,88,16307.08,1,15.54568189,1,1,1,1248.345698
1489,64,48413.98,1,13.47305526,0,0,1,1637.132389
1490,65,62616.43,2,12.75213898,1,0,1,704.224884
1491,51,149502.87,2,11.85413528,0,0,1,1203.486183
1492,69,30040.32,2,10.88292652,0,1,0,1665.50808
1493,81,24859.24,2,10.31760367,0,0,1,484.8207127
1494,79,69154.47,1,8.688254477,2,0,0,1422.716519
1495,64,77152.84,1,12.42061751,2,1,1,1341.412763
1496,58,38871.97,1,18.28180588,0,1,0,2674.084451
1497,77,11290.67,1,13.48138957,0,1,0,1243.061143
1498,19,24897.26,1,9.523802161,1,0,0,1111.571623
1499,60,9966.89,2,13.78001485,0,0,1,1546.673637
1500,30,42991.1,2,10.11260574,1,0,1,834.3144319
1501,71,39432.05,1,7.102593738,2,0,0,1688.039806
1502,31,25576.73,2,5.087255805,1,0,0,1726.803854
1503,74,48623.32,1,6.261594795,2,1,1,717.4300821
1504,64,19887.32,2,5.659084819,2,0,1,1656.731409
1505,47,30342.56,2,12.2679124,0,0,1,1594.963149
1506,76,61714.39,2,2.746480274,2,2,1,1943.112927
1507,74,44165.21,1,7.143133915,1,0,1,913.9626257
1508,54,33735.54,2,6.373342678,0,2,1,1157.286118
1509,22,46078.58,2,10.23339712,1,0,1,1323.979879
1510,31,34179.49,1,8.925221032,1,0,0,2138.939088
1511,80,22140.16,2,11.43541645,4,0,1,445.4856462
1512,67,34412.53,2,12.45079876,1,0,0,2029.97992
1513,18,72563.64,1,9.492638901,0,1,1,1363.832113
1514,85,93561.74,1,7.94076683,1,0,0,942.5247889
1515,71,5902.12,2,8.501483623,2,0,0,1386.523823
1516,70,22139.63,1,9.396558793,1,0,0,1526.533644
1517,29,21394.21,2,9.477521787,0,0,0,1064.888301
1518,58,9336.88,1,9.171665689,0,0,0,1025.864383
1519,19,15694.8,1,7.423334085,1,0,0,1561.767949
1520,54,5984.94,2,16.72529341,1,0,1,1257.52308
1521,68,37911.51,2,9.203214554,1,1,1,253.7938252
1522,40,52766.63,1,12.04554874,2,0,1,1138.251038
1523,78,19826.08,1,7.61600943,0,0,1,644.5909961
1524,67,41397.45,1,17.94420077,0,1,1,507.8003206
1525,18,18426.49,1,14.39528085,1,1,1,278.350323
1526,58,47034.88,1,8.929622575,1,0,1,1711.161405
1527,33,33691.63,1,12.03362399,1,0,1,1234.871994
1528,57,39683.73,1,11.90156254,0,0,1,1069.400199
1529,61,121849.0,2,9.184449781,0,0,1,1930.538667
1530,79,10457.26,1,11.41399094,1,0,0,1538.239707
1531,57,8515.02,1,8.985947449,0,0,0,1357.774068
1532,72,7524.77,1,9.74065027,3,0,1,1773.915003
1533,58,44086.35,2,7.943538816,1,0,0,1940.626426
1534,44,28776.49,1,8.745070841,0,0,0,1819.555319
1535,45,42065.56,1,10.63592827,0,0,1,693.1317301
1536,58,23624.95,2,11.62131427,0,0,1,1297.983536
1537,22,29803.77,2,2.533696725,1,0,1,988.3956919
1538,86,33394.07,2,10.80481174,3,0,0,1162.715411
1539,45,27294.82,1,8.111219363,2,0,1,465.2586783
1540,70,16232.47,1,10.09976546,0,1,1,742.9131016
1541,61,11087.89,1,11.92666547,0,0,0,560.8498056
1542,71,22173.37,2,8.049521055,1,0,1,1324.200333
1543,38,28822.56,1,6.572112158,0,1,0,718.7685676
1544,35,20827.61,2,13.75238289,0,1,1,895.2266874
1545,74,17982.42,1,7.637367057,1,0,1,418.3354904
1546,24,70493.36,2,6.658362671,1,0,0,1926.295645
1547,72,17236.27,1,3.849382458,2,1,1,580.4609705
1548,30,51266.47,2,8.913392702,1,0,1,1612.238384
1549,40,7086.19,1,11.91525643,2,1,0,1068.30748
1550,43,10192.86,1,7.570554898,0,0,1,2359.530807
1551,56,24260.11,2,10.1263974,1,0,1,1177.455135
1552,28,26169.39,2,9.799122634,1,0,1,628.7420412
1553,44,36637.4,1,18.0799042,1,0,1,619.3340158
1554,46,59689.49,1,11.24745547,1,0,0,1534.097093
1555,47,28528.32,1,11.15167976,1,0,1,1289.416735
1556,75,13389.11,1,10.3868905,0,0,1,1380.893387
1557,19,14075.36,2,10.29101591,1,1,1,1359.631961
1558,28,57821.02,2,9.20355866,2,0,1,1116.314298
1559,49,49781.85,2,10.58941533,1,0,1,859.8649518
1560,63,65095.99,1,15.40380196,0,0,0,788.6164497
1561,44,87367.88,2,6.172326327,0,0,1,2113.787891
1562,70,8253.96,2,8.983435185,0,0,1,718.4643309
1563,48,26404.76,2,11.41922534,0,0,1,2764.347068
1564,36,73656.97,2,3.19378035,1,0,1,1145.807042
1565,70,36461.2,1,13.03421755,3,1,1,1317.69652
1566,75,49518.71,2,9.622553575,2,1,1,1526.143641
1567,56,40189.23,2,10.90971891,1,0,1,919.2556886
1568,34,10934.28,1,7.493478513,0,0,1,1264.332813
1569,45,16073.46,2,10.07234257,0,1,1,1087.336893
1570,30,21317.81,1,5.980381113,0,0,1,996.4395858
1571,44,14007.48,1,10.31682421,0,0,0,1177.993259
1572,34,52634.87,2,6.842059381,1,0,1,723.0321035
1573,20,18384.77,1,14.03130715,0,0,1,629.4411174
1574,28,57881.2,1,8.051881131,1,2,0,389.1228621
1575,35,47737.22,1,9.963528605,0,0,1,2425.22825
1576,80,23041.14,1,8.911535445,0,0,1,778.2707384
1577,53,38529.53,2,11.85313615,4,1,1,1242.543701
1578,83,79304.79,2,10.22159613,3,0,0,1507.329753
1579,43,9088.08,1,6.335681954,1,0,1,871.1409059
1580,25,108698.71,2,8.948441696,0,0,1,1267.06092
1581,69,23424.87,1,9.170276294,0,0,1,1970.80666
1582,32,57380.34,1,9.231958141,1,1,0,2025.927893
1583,75,80269.13,1,12.3404636,0,0,1,2332.190421
1584,46,13862.09,2,12.55644716,1,0,1,966.6292325
1585,23,23946.97,1,11.43130499,0,0,0,1233.819233
1586,67,14236.42,1,3.258152314,0,0,0,351.7314539
1587,75,79322.08,2,8.127926454,0,0,0,819.3644961
1588,56,55160.57,3,12.6218555,1,1,1,760.1061976
1589,60,19676.77,2,2.737192144,0,0,1,1043.299446
1590,63,37639.9,1,10.93132736,0,0,1,667.4764252
1591,32,34871.44,2,10.57898048,1,3,1,1313.42902
1592,87,8543.01,1,14.08561195,0,0,1,1204.745285
1593,67,80127.15,1,7.583881177,0,0,0,1630.52375
1594,66,30976.34,1,3.500092565,1,0,1,515.5449981
1595,75,45412.84,1,11.07379392,2,0,1,1090.460081
1596,88,42526.92,3,10.6510171,0,1,1,1465.984907
1597,64,9041.08,2,8.877390965,1,2,0,1018.373473
1598,87,46714.82,1,10.64177468,1,2,1,962.0380085
1599,55,9703.25,2,6.863563999,2,0,1,426.0222677
1600,49,21409.33,1,10.89909265,1,0,0,1737.873621
1601,51,34722.76,1,9.013658897,0,1,1,1039.74162
1602,45,24686.12,2,7.163430764,1,0,0,1454.360571
1603,75,4813.52,1,10.50347629,1,1,0,306.0664281
1604,83,30334.52,2,14.89095018,1,0,0,636.8514545
1605,43,15660.93,1,5.34790696,1,0,0,1440.784345
1606,82,47169.83,1,10.33803214,1,0,1,1274.602374
1607,48,73601.3,1,10.43623772,0,1,1,749.2520943
1608,72,15728.61,2,7.738684002,1,0,1,1647.38223
1609,79,20802.1,1,10.84469394,0,0,1,1503.937766
1610,29,18570.48,1,11.30937212,0,0,0,901.8793581
1611,23,61106.43,2,9.39206185,3,1,1,691.4493988
1612,49,65891.79,2,5.259228749,1,0,1,1608.852045
1613,45,59532.0,2,12.54222267,0,0,1,2867.22601
1614,38,30756.94,1,5.149963811,0,0,1,1265.78479
1615,25,63134.48,2,12.73517485,1,1,1,952.3729916
1616,42,18470.04,2,6.683151371,3,1,1,2154.298838
1617,66,23711.3,1,17.11399723,2,0,0,1435.783347
1618,51,16425.42,2,5.55213244,0,0,0,1784.584135
1619,75,25044.85,2,9.368606843,0,1,1,785.5416603
1620,35,46120.62,2,11.33498823,1,1,1,1014.075999
1621,47,80667.11,2,8.78020639,1,1,0,1331.25339
1622,39,14970.89,1,14.75151191,0,0,1,2283.190011
1623,71,24059.17,1,8.560005549,1,0,1,1040.342682
1624,58,13157.91,2,10.58651971,0,1,0,1385.152156
1625,71,82960.42,2,9.885701354,0,1,0,618.4967851
1626,24,118120.16,2,12.61644158,0,0,0,2054.101088
1627,43,3949.33,1,13.98169147,0,0,1,631.4316327
1628,41,20881.22,3,6.312280543,0,1,1,933.4257317
1629,29,9514.35,2,6.977990294,0,0,0,772.3133729
1630,77,26268.58,2,9.903990927,0,1,0,1828.057047
1631,52,21000.61,2,8.901128259,1,0,0,1123.759368
1632,82,45664.79,2,11.53924648,1,0,1,464.4748418
1633,84,79393.63,1,9.403210739,1,0,1,1417.801952
1634,66,116572.8,2,8.92613185,0,3,0,1146.616856
1635,42,27380.15,1,12.84779981,2,1,0,2692.885423
1636,67,78177.94,2,12.15570061,1,0,1,2217.734847
1637,28,79775.67,2,8.730183974,3,0,0,1262.531104
1638,40,100437.39,1,13.47526316,2,0,1,1919.490397
1639,75,9267.97,1,13.55747919,0,0,1,1970.26742
1640,72,47502.66,1,11.73060772,0,1,0,1279.856552
1641,73,94903.08,2,9.927146707,1,0,0,1299.5973
1642,59,83382.41,1,15.04128691,2,0,1,781.9302227
1643,73,11464.33,1,9.142773531,1,0,0,2056.185889
1644,41,52050.69,1,11.79444395,1,0,1,1615.418802
1645,88,29720.95,2,14.03281402,0,0,1,840.5098283
1646,35,30106.96,2,8.653938933,0,0,1,2118.488416
1647,18,61967.75,2,12.35416052,0,0,0,1328.734281
1648,63,18571.0,1,8.044259405,2,1,1,782.9998382
1649,82,51397.01,2,9.306477855,2,1,1,1540.140383
1650,66,117333.44,1,12.02079888,1,0,0,785.4118808
1651,86,11999.43,1,8.301200914,0,0,0,1136.55652
1652,20,30088.13,2,11.71398312,0,1,1,933.8036457
1653,76,34415.0,1,10.9085806,1,0,0,673.9015902
1654,29,82080.92,1,10.04784815,2,0,1,2271.84102
1655,23,102905.68,1,8.034185681,0,1,1,316.7739538
1656,55,16337.64,2,2.292587755,0,0,1,1088.89675
1657,57,6959.92,1,13.03933816,0,1,1,640.9334119
1658,30,106581.92,1,9.999338434,1,1,0,1845.259523
1659,56,35504.27,1,9.588349767,1,0,1,1420.927135
1660,83,1277.42,1,9.96958238,0,0,0,1312.700259
1661,39,15045.78,2,7.560275883,1,1,1,1632.365102
1662,52,78085.72,1,7.372127002,0,0,1,913.9152886
1663,35,44287.84,1,9.032429129,3,2,1,2273.781965
1664,54,44057.85,1,6.666141762,1,0,1,1185.892988
1665,49,25048.77,2,12.2507651,0,0,0,1890.640168
1666,87,56537.88,2,11.51744058,2,1,1,1659.769248
1667,20,21058.64,2,12.92843595,0,0,1,1143.017435
1668,88,63304.25,2,12.35525457,1,0,1,855.939459
1669,38,37130.15,2,11.54247891,2,0,1,780.2278932
1670,43,38369.68,1,6.832060399,4,0,1,1593.466069
1671,34,20283.95,3,14.4845473,1,2,1,1071.920592
1672,44,23703.95,1,6.159072244,1,0,0,644.1045211
1673,70,47658.67,2,13.03330701,0,0,1,971.7404705
1674,49,49750.1,2,13.78711309,2,0,1,1039.67302
1675,72,31203.12,1,13.22904885,1,0,1,1381.481321
1676,41,33458.05,2,10.38784781,1,2,0,522.4564791
1677,54,20719.7,1,13.34762525,0,2,1,1284.691556
1678,49,39225.15,1,9.296558028,2,0,0,703.8007764
1679,77,32659.08,1,6.736876666,1,0,0,1544.501137
1680,35,13870.96,2,8.792014962,1,0,1,1896.10656
1681,34,21101.14,1,8.190421561,0,1,1,1991.187997
1682,43,49065.88,1,5.271292905,1,1,1,2081.752385
1683,59,18081.88,2,7.033849177,2,1,1,2115.879744
1684,58,45101.92,2,3.423741645,2,1,0,1357.285615
1685,75,30450.19,2,13.24531173,2,0,1,1308.999159
1686,63,54750.08,1,9.892901128,0,1,0,1319.229599
1687,57,24095.07,1,8.278493187,1,0,0,991.3985734
1688,63,53817.02,2,13.34913229,1,0,1,310.1585772
1689,42,20733.74,1,7.83125489,0,0,1,1254.943448
1690,37,36790.23,1,10.45355154,0,0,1,1411.150345
1691,60,35949.37,2,5.80921457,0,0,0,2446.475453
1692,38,73242.41,2,11.41757633,0,0,0,1262.985557
1693,50,12802.32,3,7.819201487,1,0,1,1365.994148
1694,85,20555.47,1,8.088434368,0,0,1,916.7201648
1695,18,60956.22,2,11.05788928,0,1,1,933.01364
1696,37,27149.34,1,10.11721314,0,0,0,609.6168115
1697,37,19533.5,2,11.64173568,0,0,1,1882.951404
1698,74,102080.72,1,10.14600151,1,0,0,1638.383088
1699,76,30434.99,2,11.30992672,0,1,1,1630.020341
1700,62,10852.14,1,6.236748796,3,0,1,1887.699697
1701,42,52352.24,2,7.219910689,1,0,0,897.6280912
1702,81,57874.62,1,8.759756787,1,0,1,297.4433143
1703,80,54587.66,2,14.60495207,2,0,1,1683.078344
1704,50,14053.15,2,14.17602329,0,0,0,1806.970628
1705,21,51419.56,1,8.11725589,0,0,0,1873.00718
1706,41,20917.65,2,12.39190153,1,1,1,444.0474919
1707,71,48597.98,2,10.84404672,1,1,0,859.0587897
1708,45,34497.95,1,7.583070893,1,0,1,2122.146303
1709,46,19080.13,2,11.02448303,0,0,1,2734.384392
1710,58,21210.4,2,8.510124671,0,0,0,1412.478266
1711,87,22484.19,2,14.5077828,1,0,0,408.200312
1712,18,38028.33,1,7.823397558,1,1,0,1344.718981
1713,50,29940.45,2,7.065505359,1,0,1,991.7932314
1714,31,104519.8,2,6.836041233,0,1,0,698.1794441
1715,27,84597.17,1,8.407938599,3,2,1,1266.19109
1716,44,29579.69,1,4.708283677,1,0,1,1204.39272
1717,45,69222.79,2,15.42891992,0,1,0,1607.735971
1718,33,76046.62,2,9.004832636,1,0,1,548.9193645
1719,36,29759.61,2,6.802850752,0,1,1,1827.283455
1720,47,73746.35,1,15.0321318,0,0,1,1103.011016
1721,56,54109.79,2,7.276553998,1,0,1,616.51937
1722,81,34414.89,2,10.5336786,1,1,1,838.173682
1723,26,5920.06,1,12.56737024,0,0,0,1024.224748
1724,33,46973.08,2,10.99110627,1,0,1,2947.224753
1725,47,165151.02,2,11.17549194,1,0,1,1174.414663
1726,61,5875.01,2,11.36888104,1,1,1,1408.424309
1727,80,84805.71,1,14.21094097,1,1,1,1333.444788
1728,75,14289.15,2,10.14631572,1,0,1,2419.797484
1729,78,2488.36,1,7.446156322,2,0,0,1135.519834
1730,75,10494.28,1,10.7481104,1,1,0,980.0465426
1731,58,15537.16,2,11.6424418,1,0,1,1925.341061
1732,46,40743.83,1,12.81300692,0,0,0,1914.400241
1733,28,63963.83,2,6.784802038,0,0,1,481.3363042
1734,43,78249.99,1,6.462473731,2,0,1,1321.712528
1735,66,43551.35,1,9.082948983,1,0,1,901.2877149
1736,84,48376.42,2,8.55142407,1,0,0,2158.332479
1737,69,57730.91,1,8.943037777,1,0,1,720.6019295
1738,20,30861.42,2,6.3246769,0,1,1,1727.703167
1739,35,51510.02,2,12.55061484,0,2,0,2196.151925
1740,88,7833.53,2,11.14280011,2,0,1,1207.144714
1741,71,29709.19,1,10.58657312,1,0,1,1364.133317
1742,86,37041.5,2,7.1113897,1,0,1,1461.63461
1743,24,11638.79,1,10.41978703,0,0,1,1750.284767
1744,76,8523.51,1,11.72281518,1,0,1,884.3816817
1745,33,108059.11,2,11.31837362,0,1,1,2729.316361
1746,79,56096.93,1,12.55721923,0,0,1,1606.847228
1747,76,73422.83,1,10.25266403,1,0,0,862.0866469
1748,24,66702.94,2,12.9605554,1,0,1,2072.561109
1749,77,37670.96,1,7.789802026,1,0,0,1608.002659
1750,62,79432.6,2,9.985414526,1,0,0,1054.514104
1751,21,21786.91,1,9.777239043,1,0,0,1150.574869
1752,39,52189.94,2,12.84477246,3,0,1,2137.666732
1753,23,44610.48,2,8.965640601,0,1,0,1956.469091
1754,87,53591.84,1,7.587447184,1,1,1,1647.423104
1755,27,43976.9,2,12.57357797,1,0,0,715.1931007
1756,60,19990.22,1,4.843884364,2,1,0,1235.453213
1757,80,39181.25,1,10.38437058,0,1,1,700.0279564
1758,56,25777.88,2,14.67675595,2,0,0,769.7818684
1759,20,59418.66,2,9.8699522,0,0,0,1283.103476
1760,39,38306.27,2,16.75470959,0,0,1,1897.050575
1761,30,34393.76,2,8.763640466,2,0,1,2299.047664
1762,47,37526.82,2,12.1859369,1,0,0,1018.848617
1763,35,3050.98,1,8.242312444,2,0,1,1712.040252
1764,66,6284.19,3,9.217002771,0,0,1,1777.880577
1765,76,53247.58,1,9.75859429,0,1,1,871.6644442
1766,70,25019.9,2,11.34236064,0,0,1,1782.747566
1767,44,16301.48,1,9.415068375,1,1,1,242.9947554
1768,73,12134.83,1,10.65731963,0,1,1,1505.903299
1769,72,32396.94,1,7.011648779,1,0,0,380.7222437
1770,42,88000.08,1,8.349506731,2,0,1,1064.629876
1771,58,18406.73,1,9.299310376,2,0,1,850.5053759
1772,68,7655.2,2,12.84944852,1,0,1,764.3624669
1773,19,32102.68,1,5.430446293,1,0,0,1228.537824
1774,79,49545.55,2,11.15775194,0,1,0,1197.086571
1775,54,77423.32,1,8.127707725,1,0,1,1984.668288
1776,19,27690.11,2,9.910027332,1,0,0,2954.525101
1777,46,27219.87,1,13.29565706,0,0,0,703.2651223
1778,63,21739.61,3,14.05990229,1,0,1,1745.431051
1779,85,32951.46,2,17.60288873,0,1,1,2900.101871
1780,64,19832.1,1,15.36169948,1,0,0,1572.393016
1781,21,8979.6,1,10.89022868,1,0,1,968.8971697
1782,18,47618.81,1,12.65695134,1,0,0,1239.519501
1783,83,40031.03,1,14.74975124,2,0,1,479.0156739
1784,33,74023.61,2,6.823241689,3,1,1,1257.485285
1785,58,9134.48,2,11.20443812,2,0,1,2109.348841
1786,24,22354.1,1,9.386659049,0,1,0,1332.641107
1787,88,12146.64,1,8.244134358,0,1,0,386.8447822
1788,40,3730.38,1,10.73059843,1,0,0,1338.247732
1789,26,56143.59,1,7.415363166,0,0,0,509.6727126
1790,70,22812.0,1,8.735591454,2,1,1,1044.435554
1791,21,12908.78,1,7.781912069,2,0,0,1467.981883
1792,75,18189.38,2,10.0345016,0,2,0,971.697137
1793,67,61039.69,2,8.247672688,1,1,1,695.6222319
1794,29,60671.21,2,13.82901227,0,1,0,1716.011284
1795,26,21393.98,2,13.62442766,1,0,0,2811.648182
1796,38,31369.76,1,12.48448983,0,1,0,2363.604752
1797,20,37741.16,2,9.961483356,1,0,1,2156.405261
1798,60,27353.22,1,12.65398405,0,0,0,2586.074672
1799,65,20872.03,2,6.672058888,2,0,1,1241.342647
1800,36,87308.01,3,9.246170832,1,0,1,1062.905651
1801,79,37198.61,2,8.294166484,0,0,1,1713.700682
1802,68,28837.52,1,12.17182137,1,0,0,700.6270933
1803,29,48675.51,1,4.586984142,0,0,1,1303.670531
1804,87,53420.34,1,8.120857113,0,1,1,1119.209685
1805,34,26175.68,2,11.19592754,0,0,0,1496.482536
1806,22,84232.11,1,10.2831545,1,1,0,985.6286855
1807,20,23660.7,1,11.64845286,1,1,1,1329.24842
1808,33,45404.63,2,11.77757836,1,1,0,694.7582953
1809,75,5418.19,1,10.72904959,0,1,0,1313.686109
1810,86,25428.86,2,12.20196178,0,0,1,529.9370637
1811,68,21087.24,2,9.024293001,0,1,1,404.9361415
1812,60,36174.84,1,13.0338523,2,0,0,995.3392925
1813,25,21795.9,2,7.456656063,1,1,1,1780.064534
1814,39,47285.08,2,13.7342759,1,0,0,1559.323963
1815,27,45429.68,2,9.929214278,1,0,1,1549.802896
1816,25,12234.89,1,9.116878941,1,1,1,790.6280344
1817,44,46705.86,2,11.10048066,2,0,1,1040.400476
1818,65,11523.97,2,5.953348075,0,0,1,847.1259509
1819,73,19534.42,3,7.519178592,1,1,1,1234.044483
1820,48,82629.53,1,9.816712399,0,2,1,1333.179191
1821,39,28420.39,1,5.282356868,0,0,0,1104.883551
1822,55,81413.71,1,4.698609875,0,0,0,1222.291008
1823,71,69506.73,1,9.773871134,1,0,1,1153.262724
1824,44,15944.32,1,9.724391204,0,1,0,1048.919831
1825,35,38328.57,2,8.082617212,2,0,1,661.2094379
1826,40,82560.95,2,7.495673471,1,0,0,1711.601451
1827,34,37667.37,1,8.337747682,1,0,1,1214.05087
1828,35,89752.5,1,8.940681932,0,0,1,1253.523378
1829,59,24958.97,2,9.170210546,1,0,1,955.0519598
1830,73,51848.11,1,4.307800217,2,2,1,1187.692793
1831,88,32443.11,2,6.969585746,1,1,1,1367.183772
1832,34,76175.36,1,7.859430948,1,2,0,1398.114035
1833,67,24946.75,2,7.779697022,3,0,1,461.4404406
1834,51,86039.43,2,8.683074501,1,1,1,798.4275185
1835,26,18620.79,2,4.989775216,0,0,1,2245.475959
1836,45,19224.29,2,10.38217336,1,0,1,1636.72261
1837,52,22433.84,2,14.16841333,1,0,1,1164.843819
1838,25,27130.52,2,11.12796555,2,0,0,1946.450068
1839,60,39874.59,2,5.371697235,0,0,1,1810.920999
1840,83,61265.29,2,11.98099579,2,0,1,878.7051436
1841,25,89524.54,2,10.8180306,2,3,1,662.6103493
1842,58,13969.34,2,4.373591494,1,2,1,1653.165932
1843,64,4109.01,2,10.40233023,1,0,0,1549.605718
1844,74,93637.19,2,6.626472191,2,0,1,868.5732588
1845,27,43133.76,2,11.60381433,1,0,1,2171.802329
1846,51,45245.92,1,6.605688237,3,0,1,946.1849643
1847,59,36034.73,1,13.54754868,1,0,1,1294.790222
1848,78,11667.32,2,12.32023424,2,1,1,509.1865112
1849,36,25598.66,1,16.60350748,2,1,1,1210.450532
1850,84,96624.28,2,7.865190806,1,0,1,1483.41562
1851,42,36705.32,2,6.256478572,1,1,0,567.3209248
1852,75,68430.88,1,8.470105611,0,1,0,990.747598
1853,39,26838.3,2,9.556655457,3,0,0,1329.382263
1854,75,20768.72,3,9.957815194,1,0,0,1862.842794
1855,57,14032.23,1,10.45011354,1,0,1,1446.505628
1856,35,30110.14,1,11.79012709,0,0,1,1338.549194
1857,52,46272.07,1,10.93180592,1,0,1,939.8765686
1858,66,39933.38,2,11.38646956,1,1,1,1275.194778
1859,24,9964.37,3,8.334967001,1,0,1,2422.117328
1860,23,25447.24,2,10.03692527,0,2,0,922.4502594
1861,54,72841.97,2,7.65593436,0,0,0,2112.65313
1862,81,1441.97,1,11.28908676,0,1,1,1233.807825
1863,21,23134.96,2,5.772508536,0,0,1,1034.69512
1864,47,36250.96,2,7.732225598,1,0,1,877.7050261
1865,47,15395.09,2,7.73492925,0,1,1,1615.87994
1866,57,14379.3,1,13.60282892,0,0,1,959.951483
1867,19,57776.5,1,12.79857643,3,0,0,1639.902323
1868,52,57622.01,1,10.83103688,2,1,1,1751.02003
1869,84,19430.58,1,10.57996614,1,0,0,1173.562649
1870,80,42920.9,2,11.97456051,2,1,1,1354.387011
1871,58,69004.81,2,12.23746964,1,0,1,632.0815033
1872,61,13805.45,1,15.43208187,0,0,1,1054.384865
1873,47,1753.08,2,11.76568434,1,0,0,904.5789623
