"customer_id","age","TechSupport"
"T565722",37,"Yes"
"K15484",72,"No"
"E587927",55,"No"
"X548528",56,"No"
"C808417",43,"Yes"
"G447264",57,"No"
"O274996",74,"Yes"
"X932454",83,"Yes"
"G962546",43,"No"
"U98284",52,"No"
"O608606",54,"No"
"F275266",74,"No"
"W717095",46,"No"
"C927130",28,"Yes"
"N654093",43,"No"
"W810884",20,"No"
"P18386",64,"No"
"D296668",87,"No"
"V982691",32,"No"
"Q368636",84,"Yes"
"C629897",88,"Yes"
"W05933",18,"No"
"P696406",59,"Yes"
"E815052",29,"Yes"
"S812669",50,"No"
"Y957257",29,"Yes"
"F511069",40,"Yes"
"X874197",46,"No"
"B824807",54,"No"
"I401442",48,"No"
"D53689",62,"No"
"N391380",85,"Yes"
"B561835",81,"No"
"J722234",60,"No"
"S311262",56,"Yes"
"T346465",19,"Yes"
"P784259",75,"No"
"D648598",82,"Yes"
"J582311",66,"No"
"K865506",36,"No"
"V898426",26,"No"
"O602088",77,"Yes"
"C951645",19,"Yes"
"C139959",43,"Yes"
"J727968",31,"No"
"A840799",27,"Yes"
"G540539",40,"No"
"F834875",36,"No"
"U315909",64,"No"
"K443043",80,"No"
"O426543",41,"No"
"F613432",32,"No"
"L98884",18,"Yes"
"I455414",23,"Yes"
"Q200925",57,"No"
"A146981",76,"Yes"
"B882647",80,"Yes"
"Z11338",47,"No"
"S214992",22,"Yes"
"S587488",74,"Yes"
"Q932518",30,"No"
"G879772",33,"No"
"I149456",67,"Yes"
"W324283",70,"No"
"V88523",84,"No"
"J574327",39,"No"
"B536861",53,"No"
"M27449",74,"Yes"
"H425994",73,"No"
"P870642",42,"No"
"N291590",64,"No"
"W211074",55,"No"
"B585942",48,"Yes"
"U652791",24,"No"
"J802172",62,"No"
"G761865",74,"No"
"T240066",54,"Yes"
"O408818",62,"No"
"P129520",62,"Yes"
"K514728",18,"No"
"K865783",42,"No"
"M184161",67,"No"
"M786135",51,"No"
"T166384",23,"Yes"
"X209020",52,"Yes"
"J377593",63,"Yes"
"H683813",61,"Yes"
"A544585",88,"Yes"
"A903151",54,"No"
"I950522",27,"No"
"H304203",49,"Yes"
"J512358",46,"Yes"
"O886055",35,"Yes"
"K114992",58,"No"
"B352309",30,"No"
"J20736",67,"Yes"
"Y857689",35,"No"
"G730827",79,"No"
"M257399",87,"No"
"A613026",55,"No"
"W365194",54,"No"
"B705971",72,"Yes"
"B482277",81,"No"
"L223677",63,"Yes"
"T809308",28,"No"
"P855307",18,"Yes"
"J489262",73,"No"
"T966251",76,"No"
"Z34186",20,"Yes"
"I161979",61,"No"
"S19660",61,"No"
"F247943",85,"No"
"V981763",48,"Yes"
"P514284",82,"Yes"
"K159541",24,"Yes"
"S627734",59,"Yes"
"Z481614",55,"Yes"
"X147999",54,"Yes"
"I246752",82,"No"
"H61682",42,"Yes"
"Z155409",41,"No"
"H932507",34,"No"
"Q417407",34,"No"
"Z628420",81,"No"
"O845822",53,"Yes"
"X697479",88,"No"
"Q373527",23,"Yes"
"P529004",67,"No"
"C18933",21,"No"
"W664355",68,"Yes"
"P279595",44,"No"
"B455335",47,"Yes"
"N421546",58,"Yes"
"N224205",75,"No"
"B225501",26,"No"
"I33248",30,"Yes"
"G786082",53,"No"
"E135018",29,"No"
"D285590",88,"No"
"E564058",42,"No"
"W664734",51,"Yes"
"Z172324",68,"No"
"T35900",46,"Yes"
"V955342",89,"No"
"C36361",30,"Yes"
"B269529",56,"Yes"
"D873060",31,"Yes"
"S597816",81,"Yes"
"Q226767",48,"Yes"
"F926070",41,"Yes"
"E740186",87,"No"
"D470800",61,"No"
"L693816",76,"No"
"K421567",82,"Yes"
"H330611",65,"No"
"E25818",40,"Yes"
"K111418",33,"Yes"
"Q154549",55,"No"
"Y901042",29,"No"
"J567825",82,"Yes"
"C816362",56,"No"
"Y07907",76,"No"
"G404485",80,"Yes"
"L927003",74,"No"
"F477453",18,"Yes"
"E706607",63,"Yes"
"Q69497",30,"Yes"
"X672018",23,"No"
"J509388",81,"Yes"
"Z177465",76,"No"
"W872847",29,"No"
"L639744",88,"Yes"
"O566378",18,"No"
"I138940",82,"Yes"
"S281020",88,"No"
"G410567",63,"Yes"
"T577346",43,"No"
"Y833178",86,"Yes"
"O404871",23,"Yes"
"E356128",18,"No"
"Z681811",21,"Yes"
"N524531",45,"No"
"C221288",20,"No"
"X821996",59,"No"
"R105246",54,"No"
"C229879",67,"Yes"
"U168359",63,"No"
"M661436",46,"Yes"
"T495094",32,"Yes"
"O549028",38,"No"
"C215264",20,"Yes"
"G499792",25,"No"
"R981365",71,"No"
"J832286",41,"No"
"T604835",64,"Yes"
"I643695",56,"No"
"D888294",84,"No"
"M477891",55,"Yes"
"D33088",21,"No"
"Z865787",77,"Yes"
"P151266",38,"No"
"Q616832",40,"No"
"R882445",58,"No"
"C72437",56,"Yes"
"E553347",55,"Yes"
"B129670",45,"No"
"T399319",22,"No"
"U954852",20,"Yes"
"R934554",50,"Yes"
"E926120",63,"Yes"
"Q806598",34,"Yes"
"K669942",83,"Yes"
"H203586",62,"No"
"M664307",60,"Yes"
"D308819",18,"No"
"P770229",19,"Yes"
"I445425",25,"No"
"R714397",35,"No"
"F60760",55,"No"
"G271409",25,"No"
"S509823",66,"No"
"Y244740",82,"No"
"W832522",23,"No"
"D676040",42,"No"
"K507325",66,"Yes"
"A22477",86,"Yes"
"C324392",73,"Yes"
"M516584",43,"Yes"
"A595003",83,"No"
"M812363",72,"No"
"H404111",38,"No"
"C980527",76,"Yes"
"O608143",79,"No"
"M739753",38,"No"
"J773316",51,"No"
"C94744",68,"No"
"V252156",65,"No"
"A995509",77,"No"
"N213769",39,"No"
"V639117",73,"Yes"
"P299531",51,"No"
"M649398",78,"No"
"W424467",66,"Yes"
"B12658",38,"Yes"
"J874338",47,"No"
"B276870",53,"No"
"G298695",59,"No"
"C308399",20,"Yes"
"H810717",38,"No"
"U509405",43,"Yes"
"A936347",37,"No"
"S199884",30,"No"
"S287151",19,"No"
"K261171",82,"Yes"
"Y875215",31,"No"
"H361743",30,"No"
"J499878",37,"Yes"
"U561554",84,"Yes"
"K691390",64,"No"
"E342786",53,"Yes"
"Z367148",54,"No"
"C189627",35,"Yes"
"Q527117",25,"No"
"G485481",49,"Yes"
"H813222",55,"Yes"
"F636452",64,"Yes"
"X750751",76,"No"
"J491267",84,"No"
"Q969773",63,"No"
"J801308",51,"No"
"X386618",74,"No"
"H632227",76,"Yes"
"A784083",72,"Yes"
"Z887842",81,"No"
"S610382",60,"No"
"C707263",24,"Yes"
"N764043",45,"Yes"
"P417515",64,"Yes"
"F494529",72,"No"
"J826967",28,"No"
"P870952",27,"No"
"D518375",60,"Yes"
"U568821",77,"No"
"I918785",18,"No"
"J110435",53,"Yes"
"I133946",81,"No"
"Q940233",21,"No"
"J812375",37,"No"
"F592408",21,"No"
"L825804",45,"No"
"U25555",50,"Yes"
"V67946",30,"Yes"
"E929600",48,"Yes"
"S614208",61,"Yes"
"G991685",33,"No"
"E674878",87,"No"
"P885612",29,"No"
"N506492",34,"No"
"H173763",47,"Yes"
"Q561452",52,"No"
"J29801",46,"No"
"G862093",82,"No"
"T212690",73,"No"
"C494352",75,"Yes"
"S159222",50,"No"
"C739541",22,"No"
"M383323",74,"No"
"T923695",83,"Yes"
"E356051",33,"No"
"V852885",87,"No"
"W334401",36,"No"
"Y295853",32,"No"
"C143365",33,"Yes"
"H148227",89,"Yes"
"S396173",86,"Yes"
"D804379",88,"Yes"
"M153274",50,"No"
"F396974",47,"Yes"
"W249508",78,"Yes"
"W725805",59,"Yes"
"G36722",49,"No"
"K901767",79,"Yes"
"L33620",56,"Yes"
"P873435",27,"Yes"
"R287565",83,"No"
"J908654",82,"Yes"
"G313318",52,"Yes"
"C618633",66,"No"
"W979591",82,"Yes"
"X19182",83,"Yes"
"V920462",19,"No"
"T853519",34,"Yes"
"B969696",76,"No"
"O465631",50,"No"
"G214970",36,"No"
"H802855",26,"Yes"
"O585815",20,"Yes"
"O81996",56,"No"
"G736869",50,"No"
"W309629",37,"Yes"
"H775532",57,"Yes"
"E382571",34,"Yes"
"K900916",34,"No"
"H530265",34,"Yes"
"J461018",40,"Yes"
"E457135",52,"No"
"Y285316",60,"No"
"F31690",48,"Yes"
"C440041",27,"Yes"
"R633194",83,"Yes"
"H673597",74,"Yes"
"P37481",28,"No"
"D856880",50,"Yes"
"V57129",80,"No"
"P790445",50,"No"
"R714826",81,"No"
"H722651",21,"No"
"Y816622",55,"No"
"U385565",64,"Yes"
"R935213",68,"No"
"M05412",47,"No"
"Y216514",50,"Yes"
"U998688",42,"Yes"
"K411031",85,"Yes"
"M78179",49,"Yes"
"P20993",83,"No"
"W370012",87,"No"
"Q674118",65,"No"
"F415956",76,"Yes"
"M312951",56,"Yes"
"Q662651",60,"Yes"
"C336869",45,"Yes"
"A538839",18,"No"
"W912425",32,"No"
"O996932",23,"No"
"Z767061",55,"Yes"
"S191552",20,"No"
"G244590",67,"Yes"
"E566674",61,"Yes"
"J653677",76,"Yes"
"C28344",84,"Yes"
"H525851",24,"No"
"H609180",55,"Yes"
"C885204",66,"No"
"F934616",25,"No"
"W896687",37,"Yes"
"D556193",65,"Yes"
"L658290",73,"No"
"S245723",79,"No"
"U276149",34,"No"
"I580941",45,"No"
"J280552",34,"Yes"
"U993807",39,"No"
"G490319",36,"No"
"F426265",21,"Yes"
"O860612",49,"No"
"J740076",86,"Yes"
"C670730",55,"No"
"K19269",64,"Yes"
"O134369",76,"Yes"
"X290895",84,"Yes"
"C712292",18,"No"
"O186325",34,"No"
"D277330",30,"No"
"J437588",39,"Yes"
"P186990",62,"No"
"V352534",43,"No"
"V910386",55,"No"
"L163543",36,"No"
"X367479",21,"No"
"L61634",77,"No"
"Q483838",52,"Yes"
"M928377",27,"No"
"J20864",41,"Yes"
"W861209",55,"Yes"
"B18085",70,"Yes"
"Z506619",25,"No"
"I826620",40,"Yes"
"Y622815",41,"No"
"Q40996",32,"No"
"G932953",27,"Yes"
"A800117",72,"No"
"I88700",83,"Yes"
"Q747686",61,"Yes"
"R540763",33,"Yes"
"J304631",82,"No"
"Q590164",42,"No"
"Q567451",49,"No"
"J73042",33,"No"
"G364947",21,"No"
"Q501688",48,"Yes"
"B269098",82,"No"
"H73808",72,"No"
"W260869",18,"No"
"S204121",38,"No"
"O952757",65,"Yes"
"R378631",32,"Yes"
"O940498",46,"No"
"W100112",51,"Yes"
"X121568",70,"No"
"Q655052",45,"Yes"
"C485577",22,"Yes"
"X19436",64,"Yes"
"K505990",54,"No"
"A282518",89,"No"
"B591314",73,"No"
"I86932",29,"Yes"
"G554632",20,"Yes"
"O220358",67,"No"
"J687394",44,"No"
"D981634",24,"Yes"
"S963269",88,"Yes"
"G912657",80,"No"
"B75095",44,"No"
"K594387",18,"Yes"
"X371370",30,"No"
"I631527",78,"Yes"
"E261748",60,"Yes"
"L522392",56,"Yes"
"S130816",31,"No"
"Z236621",77,"No"
"P988126",30,"No"
"O279490",73,"No"
"F347644",49,"Yes"
"M134797",63,"No"
"J479196",74,"Yes"
"N147701",39,"No"
"U433590",83,"No"
"E517902",42,"No"
"X760972",85,"Yes"
"Z116711",39,"No"
"W951099",27,"No"
"U448618",29,"No"
"R245369",35,"Yes"
"C294086",35,"No"
"Z23232",32,"Yes"
"L480478",70,"Yes"
"B912449",76,"Yes"
"D291600",32,"No"
"L184027",58,"Yes"
"M495151",34,"No"
"M726047",56,"No"
"R91007",72,"Yes"
"G381370",59,"Yes"
"E399736",87,"Yes"
"N397043",25,"Yes"
"B874036",74,"No"
"E245051",44,"No"
"G933624",63,"Yes"
"C554295",23,"No"
"A981600",63,"No"
"N740549",22,"Yes"
"Y834953",44,"No"
"Q570234",51,"No"
"C867426",47,"Yes"
"G991106",62,"Yes"
"E688523",27,"No"
"K171239",46,"Yes"
"C666897",79,"No"
"S696170",31,"No"
"C234083",74,"Yes"
"T938913",18,"No"
"P964793",55,"Yes"
"Z663168",75,"No"
"X279803",40,"Yes"
"K838892",53,"Yes"
"Z505688",56,"No"
"F603571",22,"No"
"Y993038",89,"Yes"
"T325632",57,"Yes"
"M901199",38,"No"
"K99070",46,"No"
"K732789",38,"No"
"X517447",24,"Yes"
"S482304",54,"No"
"O464915",69,"Yes"
"E748603",70,"No"
"G512688",79,"No"
"Z128034",44,"No"
"S977870",63,"Yes"
"R394501",84,"No"
"N870975",76,"Yes"
"B562858",67,"No"
"G320703",29,"Yes"
"L643244",84,"No"
"Y244230",26,"No"
"J979357",29,"No"
"C152580",38,"No"
"J752914",20,"No"
"C14997",31,"No"
"I311125",46,"Yes"
"K346579",59,"Yes"
"G827935",25,"Yes"
"Z02519",27,"Yes"
"S719339",77,"Yes"
"Q240766",46,"No"
"S576265",22,"No"
"A224018",31,"No"
"Z286926",80,"Yes"
"P935385",85,"No"
"W839789",72,"No"
"R628814",25,"Yes"
"N34620",82,"No"
"E34133",89,"No"
"M659475",65,"No"
"G257423",39,"No"
"G329032",71,"Yes"
"S952903",68,"No"
"P302775",70,"No"
"E491747",75,"No"
"T274245",28,"No"
"W613906",60,"No"
"E602471",28,"No"
"U46254",26,"No"
"A561114",18,"No"
"L258111",69,"Yes"
"Z712367",64,"No"
"J307274",53,"No"
"T547742",82,"No"
"Q111213",22,"Yes"
"R597388",39,"Yes"
"W726311",67,"No"
"B981819",19,"No"
"S455794",36,"No"
"O361295",89,"Yes"
"A527793",80,"No"
"S698557",51,"No"
"O287174",32,"No"
"F946414",65,"Yes"
"B133081",35,"No"
"M441477",36,"Yes"
"R119419",54,"No"
"Q796182",78,"Yes"
"U426708",82,"No"
"A671833",61,"Yes"
"R711547",61,"Yes"
"Z495429",83,"No"
"B682234",61,"No"
"L582634",73,"Yes"
"F586435",33,"No"
"W630940",49,"No"
"L507374",38,"Yes"
"V649833",27,"Yes"
"J803858",23,"Yes"
"H799114",82,"No"
"F945096",27,"No"
"N699045",58,"No"
"O916460",21,"Yes"
"W462762",57,"Yes"
"M411726",41,"No"
"V900234",63,"Yes"
"L463700",42,"No"
"X657705",62,"No"
"U358684",66,"No"
"H203149",29,"No"
"Y953871",75,"No"
"T500134",20,"No"
"G678658",19,"No"
"W938798",57,"No"
"H174467",72,"Yes"
"D248807",80,"No"
"V877610",25,"Yes"
"H289802",62,"No"
"O880598",43,"Yes"
"E693837",89,"No"
"R455390",28,"No"
"E799040",19,"Yes"
"D39809",68,"No"
"R297258",63,"No"
"R184517",31,"No"
"S26246",55,"Yes"
"Y618443",21,"No"
"M837139",59,"Yes"
"Q726606",40,"Yes"
"Y248408",86,"No"
"U283461",23,"No"
"E367250",89,"Yes"
"L994606",24,"Yes"
"H621471",19,"No"
"Y656603",75,"Yes"
"C857014",64,"No"
"X578737",23,"Yes"
"Z122947",86,"No"
"V541468",44,"No"
"O903499",74,"No"
"A254137",25,"No"
"F260206",37,"Yes"
"A511604",20,"No"
"C160792",62,"Yes"
"P288684",23,"Yes"
"H682549",64,"No"
"P746019",69,"No"
"W612848",76,"No"
"P769156",75,"No"
"Q485617",50,"No"
"H549933",55,"No"
"A880413",60,"Yes"
"C203739",76,"No"
"Z213701",71,"No"
"Q18512",31,"No"
"K472914",28,"No"
"Z239104",63,"No"
"B491501",59,"Yes"
"B552951",86,"Yes"
"C656853",85,"No"
"D761680",65,"No"
"P619856",53,"No"
"Z94888",26,"Yes"
"B396774",75,"Yes"
"O791833",74,"No"
"O86137",43,"No"
"A854984",44,"No"
"E691911",45,"No"
"P185978",39,"Yes"
"H319659",69,"Yes"
"T55820",54,"No"
"V49412",18,"Yes"
"J122044",22,"Yes"
"I188476",84,"Yes"
"O773213",54,"No"
"Y462174",53,"Yes"
"P321391",71,"Yes"
"S942225",50,"No"
"Q43671",24,"No"
"P854266",43,"No"
"X258311",45,"Yes"
"B950623",37,"Yes"
"C380194",69,"Yes"
"O608853",74,"No"
"W306804",87,"Yes"
"C495453",42,"Yes"
"K455176",26,"No"
"K288187",18,"No"
"D215990",86,"No"
"B442835",42,"No"
"R317114",22,"No"
"M394986",27,"Yes"
"R814132",63,"Yes"
"B826950",79,"Yes"
"D362144",64,"No"
"V565903",85,"No"
"W166699",21,"No"
"Y566973",22,"No"
"B626230",42,"No"
"P484703",74,"No"
"Y536879",32,"Yes"
"E198809",58,"Yes"
"I826074",74,"No"
"H773370",39,"No"
"E793744",86,"Yes"
"N900369",35,"No"
"N754270",59,"Yes"
"C586578",19,"No"
"S492853",63,"No"
"D953330",87,"No"
"R960206",37,"Yes"
"W590313",87,"Yes"
"I933774",46,"Yes"
"N788310",24,"No"
"P233636",59,"No"
"I698954",40,"Yes"
"H74346",21,"No"
"E296579",23,"Yes"
"D694526",50,"Yes"
"Z504428",84,"Yes"
"Z326783",85,"Yes"
"R591403",72,"No"
"T813748",47,"Yes"
"F657666",23,"Yes"
"Q727920",21,"No"
"C702452",48,"No"
"B376002",76,"No"
"S878007",86,"No"
"O711143",38,"Yes"
"J405133",29,"Yes"
"Q528302",35,"No"
"B520911",69,"Yes"
"Q103481",70,"No"
"V448804",40,"No"
"P266026",19,"Yes"
"A579005",65,"No"
"Y986628",22,"No"
"D533737",82,"No"
"I956481",85,"No"
"E887401",62,"Yes"
"Q877999",25,"No"
"Z37561",67,"No"
"A690706",69,"Yes"
"R832538",20,"Yes"
"A574980",61,"No"
"B522238",77,"No"
"N901954",71,"Yes"
"T602661",40,"No"
"L779958",88,"No"
"A267074",84,"Yes"
"E69371",89,"No"
"L842491",49,"No"
"M774135",73,"No"
"H999115",21,"Yes"
"Y645189",77,"No"
"I911659",79,"No"
"P89048",36,"No"
"X572451",36,"No"
"C200236",42,"Yes"
"W887390",39,"Yes"
"Y703952",75,"Yes"
"Y193208",19,"No"
"X584358",46,"No"
"I664975",31,"Yes"
"K490134",46,"No"
"S555616",76,"No"
"R236363",28,"Yes"
"J336967",59,"No"
"Z662588",67,"Yes"
"Y957582",30,"Yes"
"N945334",70,"No"
"D426768",56,"No"
"G216510",71,"Yes"
"M614018",58,"Yes"
"B565042",87,"No"
"A883961",81,"No"
"B528928",76,"Yes"
"D713249",60,"No"
"Q64706",58,"Yes"
"H35820",18,"Yes"
"I879540",57,"Yes"
"Q636054",62,"No"
"N756117",40,"No"
"I685889",86,"Yes"
"X46528",83,"Yes"
"K647527",52,"No"
"U277761",78,"No"
"N919727",86,"Yes"
"M268103",49,"No"
"G382072",56,"No"
"B958792",72,"No"
"K489873",29,"No"
"L421212",23,"No"
"N563417",80,"No"
"J413492",73,"Yes"
"O398465",85,"Yes"
"G700859",70,"No"
"J664176",85,"No"
"J857580",28,"Yes"
"N422027",72,"No"
"N948139",45,"Yes"
"T875893",38,"No"
"L782448",36,"No"
"T426958",22,"Yes"
"U608044",22,"No"
"U964784",67,"No"
"T746316",28,"No"
"E475299",80,"Yes"
"A955987",75,"Yes"
"X721364",19,"No"
"B852131",81,"No"
"Q14524",69,"Yes"
"Z738137",52,"Yes"
"A448406",37,"Yes"
"E136683",55,"No"
"Z745059",39,"Yes"
"H337960",64,"Yes"
"C89879",80,"No"
"S797446",46,"No"
"N543862",19,"No"
"P913243",81,"Yes"
"W844412",38,"Yes"
"T156975",62,"No"
"O94903",85,"No"
"W952186",50,"Yes"
"Z520183",37,"Yes"
"G977357",71,"No"
"A50168",81,"No"
"V878848",23,"No"
"S219932",77,"No"
"R81991",29,"No"
"Q385070",18,"No"
"Y367168",81,"No"
"E348990",86,"No"
"X410500",46,"Yes"
"V548300",86,"Yes"
"F377129",33,"No"
"P92726",71,"No"
"M917985",47,"No"
"W944417",72,"No"
"L307672",83,"No"
"D847737",72,"No"
"E944296",42,"No"
"N975397",89,"Yes"
"G250165",50,"No"
"C373743",63,"No"
"O101585",88,"Yes"
"D100013",65,"Yes"
"D900849",40,"Yes"
"W738466",18,"No"
"R517437",49,"No"
"M868934",39,"No"
"H221146",54,"No"
"M33995",29,"No"
"K923267",47,"No"
"Q581002",77,"Yes"
"P452954",51,"Yes"
"R566470",64,"No"
"M771929",51,"Yes"
"M692858",65,"Yes"
"Z994762",24,"No"
"A975552",66,"Yes"
"T716593",18,"No"
"K491558",66,"Yes"
"F425378",49,"No"
"F552446",27,"No"
"L534498",69,"No"
"L927920",48,"No"
"Z503842",83,"Yes"
"H788828",73,"No"
"N769210",37,"Yes"
"O555493",49,"Yes"
"M250217",79,"No"
"B407189",31,"Yes"
"R338988",33,"No"
"T874725",22,"Yes"
"E135974",31,"Yes"
"L723321",56,"Yes"
"F346649",43,"No"
"U66424",71,"No"
"F454437",74,"Yes"
"W845098",40,"No"
"P854487",59,"Yes"
"K983374",23,"Yes"
"F576549",76,"No"
"Z879032",89,"No"
"V712317",71,"Yes"
"W520458",68,"Yes"
"J430418",29,"Yes"
"B91628",86,"Yes"
"T210131",75,"No"
"A934321",79,"Yes"
"R359034",21,"No"
"W383596",69,"No"
"B564637",51,"Yes"
"E121729",24,"No"
"I747990",20,"Yes"
"Z415925",33,"No"
"J970468",30,"Yes"
"G647110",21,"Yes"
"N575239",31,"No"
"I514878",57,"Yes"
"C978360",84,"No"
"R310806",35,"No"
"C656475",72,"Yes"
"A29486",41,"No"
"L90702",68,"No"
"T384862",69,"No"
"A378183",86,"Yes"
"Z585029",62,"No"
"Z946217",78,"No"
"C679778",54,"No"
"Y916772",83,"Yes"
"N873894",60,"No"
"Q752886",82,"No"
"A229546",31,"No"
"R950820",47,"No"
"C366115",67,"Yes"
"G838916",54,"No"
"Q985321",86,"Yes"
"T125324",38,"No"
"O474361",71,"No"
"X254030",58,"No"
"L455727",55,"Yes"
"P895687",35,"No"
"R457250",22,"No"
"O354747",55,"No"
"W589259",62,"Yes"
"H820683",56,"No"
"F16781",51,"No"
"O261679",87,"No"
"O810951",70,"No"
"B518299",73,"No"
"N26220",80,"Yes"
"D480755",68,"No"
"M454939",30,"Yes"
"P480149",41,"Yes"
"Q907189",25,"No"
"G254016",24,"No"
"E208605",83,"No"
"C289482",29,"No"
"F409116",79,"No"
"Q719914",80,"Yes"
"P279540",87,"Yes"
"K563405",22,"No"
"S544900",41,"No"
"U745199",66,"No"
"S676815",39,"Yes"
"M753237",46,"No"
"F719405",59,"No"
"V681488",59,"No"
"I69199",78,"Yes"
"F641912",79,"No"
"S490943",26,"No"
"E785921",31,"No"
"O756593",32,"Yes"
"P982922",54,"Yes"
"E321920",18,"Yes"
"V522146",71,"No"
"R671272",60,"Yes"
"L12753",64,"No"
"F937361",50,"No"
"P377664",55,"No"
"N293608",49,"Yes"
"K557225",50,"No"
"T749460",71,"No"
"H509049",76,"No"
"V967766",21,"No"
"V975858",61,"No"
"K18950",69,"Yes"
"R140169",87,"No"
"Y933855",30,"Yes"
"M959797",23,"Yes"
"N885138",20,"No"
"P184338",65,"Yes"
"W171018",27,"Yes"
"S900746",76,"Yes"
"I940654",36,"No"
"G434946",27,"No"
"U201713",55,"Yes"
"I29405",53,"No"
"U564504",43,"Yes"
"F929683",49,"Yes"
"S113370",19,"Yes"
"E726244",22,"No"
"T871243",57,"No"
"H203700",65,"No"
"C895790",43,"No"
"L462547",28,"No"
"E460114",51,"No"
"Z567552",21,"No"
"S981256",42,"No"
"X103649",56,"No"
"D347239",47,"Yes"
"C850954",41,"No"
"H866755",32,"No"
"F890984",75,"Yes"
"H681000",31,"No"
"Y947832",66,"Yes"
"M657295",29,"No"
"C543107",56,"No"
"Z479356",66,"No"
"J374945",74,"No"
"E683240",43,"No"
"G18578",57,"No"
"N809088",67,"Yes"
"T658447",42,"Yes"
"P391955",22,"No"
"G346319",41,"Yes"
"B870877",70,"Yes"
"K644828",65,"No"
"J598152",33,"No"
"J709344",53,"No"
"G539846",54,"No"
"Y283257",54,"Yes"
"P40019",85,"Yes"
"P587250",50,"No"
"J314399",60,"No"
"J843230",23,"Yes"
"Z45722",76,"No"
"Z549567",28,"No"
"D237643",36,"No"
"Z153038",62,"No"
"N439683",53,"No"
"T609106",87,"Yes"
"P221665",51,"Yes"
"D598201",38,"Yes"
"K288941",40,"No"
"O251865",49,"No"
"G534310",35,"No"
"R513986",86,"No"
"T496778",62,"Yes"
"K532128",34,"No"
"X30939",47,"No"
"W652676",58,"No"
"U466642",24,"Yes"
"P133027",62,"No"
"I853175",84,"No"
"G873962",38,"No"
"N271219",40,"No"
"D959007",51,"No"
"E33639",67,"Yes"
"M547275",54,"Yes"
"G516608",63,"No"
"L257533",32,"No"
"D394318",82,"Yes"
"O517481",26,"No"
"J206590",86,"No"
"U307619",75,"No"
"A863691",51,"Yes"
"E78840",59,"No"
"T786613",44,"No"
"H350868",21,"No"
"Q917311",28,"No"
"Z740374",81,"Yes"
"T875085",49,"No"
"T399816",52,"Yes"
"G55258",41,"No"
"L19643",42,"Yes"
"G197856",43,"No"
"C124627",82,"Yes"
"M232523",69,"No"
"G890475",58,"Yes"
"R468131",63,"No"
"O214486",36,"Yes"
"Q641658",46,"No"
"R27796",63,"No"
"O542962",42,"No"
"E830745",44,"No"
"X105310",62,"No"
"K690619",58,"No"
"M07714",37,"Yes"
"Z337719",30,"No"
"L497911",49,"No"
"Y148562",38,"No"
"D95211",36,"No"
"F25518",44,"No"
"J904209",48,"No"
"Y379256",38,"No"
"N860253",37,"Yes"
"E338770",38,"Yes"
"Y757668",19,"No"
"Z881348",45,"Yes"
"A660947",52,"Yes"
"B448076",72,"No"
"T706916",71,"Yes"
"M482641",60,"No"
"P593660",78,"No"
"Z65729",85,"No"
"T157623",49,"No"
"V653709",75,"Yes"
"C449977",55,"No"
"W773815",85,"Yes"
"P323694",34,"No"
"Y905946",59,"No"
"Y195132",56,"Yes"
"C892689",19,"No"
"N815042",62,"Yes"
"P288893",51,"No"
"H793758",41,"Yes"
"W301538",57,"No"
"I602999",66,"No"
"U729467",35,"No"
"J342420",33,"No"
"K405740",87,"No"
"Z648852",27,"No"
"A944069",58,"Yes"
"X245788",74,"No"
"M723914",29,"No"
"H441282",54,"Yes"
"R793629",61,"No"
"T09327",24,"Yes"
"H707643",37,"Yes"
"P308042",43,"No"
"Z120876",51,"No"
"J216031",62,"No"
"S789082",33,"Yes"
"S947350",82,"Yes"
"R276130",75,"No"
"M806238",46,"No"
"W193636",56,"Yes"
"D85371",19,"No"
"L197926",63,"Yes"
"L40018",43,"Yes"
"S373191",58,"Yes"
"Z518136",27,"Yes"
"O916449",50,"No"
"S642057",62,"No"
"V910733",67,"No"
"R197571",19,"Yes"
"P576674",36,"Yes"
"K751586",50,"Yes"
"I245220",75,"No"
"G250913",26,"No"
"V350068",19,"No"
"C130615",37,"No"
"R542144",39,"No"
"E101792",81,"Yes"
"A756452",77,"No"
"H899138",66,"No"
"G896541",61,"No"
"J260529",70,"Yes"
"U118458",34,"No"
"M286443",20,"No"
"L71833",66,"No"
"R976757",31,"No"
"V465323",85,"Yes"
"C384120",75,"No"
"H35497",88,"Yes"
"N364835",48,"No"
"W666471",74,"No"
"C224198",87,"No"
"S48591",58,"No"
"D580035",49,"No"
"Y389559",41,"Yes"
"E750964",48,"Yes"
"V992479",52,"No"
"O320177",38,"Yes"
"E240460",88,"No"
"D891692",41,"No"
"W710569",64,"Yes"
"P426689",51,"No"
"J428295",19,"Yes"
"E82552",56,"No"
"I60609",64,"No"
"C359144",50,"No"
"H511997",80,"No"
"W974839",19,"No"
"Y140735",45,"No"
"J957601",76,"No"
"U121835",84,"No"
"B60959",30,"No"
"S102431",55,"No"
"S611900",73,"No"
"B167906",33,"Yes"
"G315668",44,"Yes"
"Y247424",74,"No"
"P49053",64,"No"
"Y34797",46,"Yes"
"X471199",19,"Yes"
"B687215",88,"No"
"O181876",59,"No"
"D281561",60,"No"
"L196466",41,"Yes"
"S658766",66,"No"
"L20895",56,"No"
"G416862",24,"Yes"
"V472281",44,"No"
